name,hash
PJMW_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,25efa1540d2a6dd0c9322f1fd1bf0437aa6e640a778be077646d3c6e2acc24d5
PJMW_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,12cced802661bb75b98590d2318f26b7478c934cb13bed535e0841f23e74488d
RMRG_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_filter_feature_lcoe_max_40_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,31e6e1ac03cf166567ac75cd660a6960ba287ccf03e0fc3a99c5e0118b920190
RMRG_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_400000_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg_,b1c7becc9193c49489971a000343384c22685fbaf53ec7a609cbca74b11b5541
RMRG_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,9ee0f267fef0ac66a4d1ad00a4af4ef330fb3fe19f57903f813ce267bebe3c58
RMRG_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,dc387a089d91fd6380cee5b4c66c2c77de3e137c9b2c6108e94699322355248a
RMRG_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,e8645d217bfcd737a3c8db274881d671beb394fc4c4987feaceaef62caa9953a
RMRG_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,435b64c3dcf6182ea7c54cfd3c58770badd022ba016d398ae5020511e54b2803
SPPC_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_60000_filter_feature_lcoe_max_35_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg_,2bd18d4f97bbe9724c09375539d4386b470a9e0a0f191a442fca4977aac6312e
SPPC_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_filter_feature_lcoe_max_80_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,1953811637a1cc7907685311eb4eb7452bed221ed109b706b7c4779836b8643a
SPPC_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,b75fbbc9c345118237e014e9dc7094c867d007c82ad24400c6f0e1065a96807f
SPPC_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,2ff2453438b80fc18b02ae491bb20365bc5b25e7cf3bf7ff2135243ada9c9d95
SPPC_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,e85e664317819972e1df4af2809b061f76510154536ba486358ba906616b49fd
SPPC_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,4c3005c02a50f4f8a134b0748ffee3aaf3f2296b72d10348fab6f4dcd2f97532
SPPN_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_50000_filter_feature_lcoe_max_35_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,14f0e89f38be1e93a378225bcf3db0febe56d3559c66c2204d43e46dbd13d6e7
SPPN_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_300000_filter_feature_lcoe_max_35_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg_,85a736cb5872416b5be8f644afe99eae95935477675ce4fdd5f986433a3c9bd4
SPPN_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,c258f6cbf2506acc3b73d2037495a3b89b4768fc9da9a1de2de3a1d6232a0aa7
SPPN_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,6e1c7a5f1d4ec09e987caf0ba935a3724a4eca3d4e79a69958b8efae3e98b4f4
SPPN_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,7ab9fe859ba39ce493ae3830c63f6d13e4f47db3b27806f911310f4cd8703857
SPPN_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,da968fcfbe579462e2959a5a30b812a331f0a8284f39acf0a9aac401248d47ea
SPPS_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_175000_filter_feature_lcoe_max_35_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,063265cab3e7da11e465c3f48295007222569c219737b76376e7bb2a2fc8c441
SPPS_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_75000_filter_feature_lcoe_max_35_bin_feature_lcoe_weights_mw_q_5_cluster_feature_longitude_mw_per_cluster_10000_method_agg_,ffb6533d98c7e2242bf221c227ce2baa14692610e3b50523fb5d0a5c203b6587
SPPS_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,2960c58bda020328db00d74e2d753d620e00664e50521a1781be5d55f9a487d6
SPPS_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,ddd9cdcbbc5287f2599f6cfaded16eb4f0ee0db037b34828bec8c1f34db542eb
SPPS_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,b29569eb739ab4fee2d09ffcb99e321cbec9887f3fb5d685019ac74d117b2e91
SPPS_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,2fa1d2e4326dcb8a811ba08f83499465e8b02c8076f65905490bbb88c873d63f
SRCA_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_20000_bin_feature_lcoe_q_5_weights_mw_cluster_feature_cf_n_clusters_3_method_agg_,fc645a158f2a1b2d528dab14e2ad8f592fcc1ba5da4fee938069abf93d547da9
SRCA_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_150000_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg_,01ed3ae6934bedc2e6decdcfb7d5622ac1c03f4a5f7a42ed350ece93c4fe12a1
SRCA_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,94f2b79039f17db5ecf2deba779ee632075dde77ce4fd07fc0c3bf109e5c9c97
SRCA_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,492572e85572e2cdaad180a90ec0283ce19956df4de3f67f5132b3e198717c7f
SRCA_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,520262d6eaf77813f2e0c988c2c858087939ca8718f9cf44a8f91abaa0af4547
SRCA_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,1b6aa236b85fa157c768df3e914488e9c046fbaa1fe5e375a8ce412f28b7548f
SRCE_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_150000_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg_,f2a7a3beb5a8ca0725dec4cb04106817afb53123084cad10ac5bcca5cefb4383
SRCE_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_filter_feature_lcoe_max_80_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,97ab39a2842bfd13916fe5f989e5fcc90ef09102980c04c7d2347ab9b07884ba
SRCE_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,b7a3cd1afc757d63b033254c5fe5f461df262d2b362d2a4ae8d87032359a001b
SRCE_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,720a1ab8d617710ec64868d99836b18851ba0b192b89cd3f160dc4d2cbc0cef6
SRCE_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,2464ce3e3d038f7215eede9f6aaac103c2ced399ee8fdd1d429b98c42e3481e7
SRCE_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,ccd1e103b5a4cc35032d0042dd29c2a6838fc435cada1eabd3695ef5bfd9583d
SRSE_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_150000_bin_feature_lcoe_weights_mw_q_5_cluster_feature_longitude_mw_per_cluster_10000_method_agg_,6239cd97f07ad422e93fc7fed60219b3b608497c34cd9e10647ae509f23ca925
SRSE_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_filter_feature_lcoe_max_80_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,8ab6e2ceb5c9eedc2ae8cbe46afe7f1d45b79e0d7c76534edae52926b78d090c
SRSE_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,4f6134cdb2e91c1d0d8720b617940425029ccf8c123c264185fb6a213f5ce45a
SRSE_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,6cd6c6c47b85888717aa34a6aa43cbf5a375971c58206817732bc5dec51f8b30
SRSE_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,06d4d0d0da43a3313e587d3bf5dc65217095baf975f41d7819d74f77d863d9fd
SRSE_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,1d3a4d15c72f7dad34e61213d70e1e0a1164c892acccba6201fc02a58fca9306
SRSG_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_100000_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,a2a3f29453bd16cdf58bcb4182b721673e584c12978adecdee0e5d9d5d58309f
SRSG_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_150000_filter_feature_lcoe_max_35_bin_feature_lcoe_weights_mw_q_5_cluster_feature_longitude_mw_per_cluster_10000_method_agg_,9aca9e3067ddc6b716e98c61d536251fbad9fd437ad2edc941d7833092182d01
SRSG_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,07bc0126442a74ddbf7ca5ac239888827a745e1e97f35474c3be3d7ce81189ce
SRSG_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,68cf672e2bc2346ab3d56485381ce1fab3d3c93cb22bae6cbadfda3018464222
SRSG_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,6c5b0d4aaa9e68b68ab0e49248c71f4c556004a38b235a12757ffa9d1e5e76b7
SRSG_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,1b7a81ca6836f0a866a30352e4ff938f3a0f30bf39f38bf4291d021cefb58722
TRE_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_200000_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,28cdc3b7e135a2f3797ba14315b7cd4dd0de849b7e59c984c2edd6ba7f1230b3
TRE_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_100000_filter_feature_lcoe_max_40_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg_,d02d0237c8650fbc5053c0319cd7babdfd5cb8867b00976656c1b5d53244fb30
TRE_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,ce1409298db77d2bdc28f85da95d82e12809d46be42cea838b2c4e881d7a97a3
TRE_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,ca654051a4e081cf7fa05cd67dda669c825ad60cc15fac124dbfc750ff2dae54
TRE_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,46c2747ed89ff09a648edf79af51c930620a8888ae4528cbd956a04bbfaf686d
TRE_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,7ad14c82015301914b735b7c75f76f8be2a8479c4698a3d502ef89d1030d888f
TREW_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_100000_filter_feature_lcoe_max_40_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,066fd1c274160bf7a98a12196f7461a0e8a5905aa764b2f1cf26a795d064b7b2
TREW_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_50000_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg_,fb474111adc23a2927eceb37cb12e8d2503c1df30ac5339c606440577cde57fe
TREW_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,8436c394427ab9fb6bc817ed1fcf2433994b93f6f248930b9b95065b36b6cf95
TREW_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,e7d1366b780a170b11b7acb518c65270fdaf3e997deaead3e54d17f391c1b265
TREW_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,9a1b07676d9d5263e19e1a78702ce9a13c7911b17a94069e9537e6403342b75d
TREW_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw_,869cdca70da5b159c0afb476e06c02a57813c6848476ff0bd660e56c1fe98cff
MISS_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_40000_filter_feature_lcoe_max_35_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg_,c1c6794e2eb237fb944f3e331d5f6e99e5a083123c21512a5eb65d282dbe0c15
MISW_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_190000_filter_feature_lcoe_max_35_bin_feature_lcoe_weights_mw_q_5_cluster_feature_longitude_mw_per_cluster_10000_method_agg_,e801c598929444823ccdbe5cb3b7a04fbe33141e22c08a67a4bee10e3108b6b9
NYUP_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_20000_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,a0bab372752839b5bd79952d2505d1946112d0c3c08f2fddc02a14392ffc05f4
PJMD_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_8000_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg_,8c80b258b3efddc4f07a2fe64e6110c3780a33e9048af04d1fbbcc002d4a1e43
PJME_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_85000_filter_feature_lcoe_max_40_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg_,dd183369cd233e03abb882a701f9e236aa78705c470aac5d68a9887d595f4391
SRCA_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_11000_bin_feature_lcoe_q_5_weights_mw_cluster_feature_cf_n_clusters_3_method_agg_,cd1a6f8c89194efb17fa2359dd503fd8572b31ca9d63d261524f64e081789331
BASN_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_min_capacity_100000_filter_feature_lcoe_max_75_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg__UTC-5,0a42f7609b5bba7ea20fe1ec0834a6d5c7681114cd9946c916bd5b5b1e26279e
BASN_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_100000_filter_feature_lcoe_max_35_bin_feature_lcoe_weights_mw_q_5_cluster_feature_longitude_mw_per_cluster_10000_method_agg__UTC-5,e00015de60a8214bd9de2116ff285a4bb13f2622c4854fd999925c0753d28eba
BASN_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,b293d28b062f7dc52fdf24a2e5aaf78706a303ed04d709dbbde501e3b8207088
BASN_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,64a5ec63f8ee3da45fe3ada1072984394d537cd882b65dac5a186d48b5f7a6c4
BASN_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,0cb8860cd664c23752376f779acfbf3c98f05eeab51934891c4f362513398f91
BASN_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,25ce868a3e701e29a241a04f9c4c1785d7b74141fc30723152e5ae16fd4a122f
CANO_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_filter_feature_lcoe_max_90_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg__UTC-5,0830e91b1fa8c2cae29b2453941df5240208e2295b8623e2cf5a7cdf21f1ea92
CANO_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_200000_bin_feature_lcoe_weights_mw_q_5_cluster_feature_longitude_mw_per_cluster_10000_method_agg__UTC-5,82c4e8aa7d0ee7970bb815153101f77ab136f7b28e3f30a56f186d1cecb2453f
CANO_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,6a619e7c4b28bf65badcbb4d7e0378aa85add8f12dfc615e6c53b4aaa7b01f72
CANO_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,7880b3adc43c89695e421c8430c1e99b13d3111e92db4e35c6b7b5c18e393a99
CANO_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,a55be5ba16756bed35b8f4cf22db048f0a6e71d5234dd14abcfa497da17f9ff4
CANO_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,a5d686fee389d6c4ff3412dfda9c0041edaeded567bc984569db18b7e97251d3
CASO_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_filter_feature_lcoe_max_90_bin_feature_lcoe_q_6_weights_mw_cluster_feature_cf_mw_per_cluster_5000_method_agg__UTC-5,99e9673df5a577306f3f97cf12a27a9de3a1ac182eb24d31744aedac9f56511b
CASO_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_100000_filter_feature_lcoe_max_40_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg__UTC-5,bbc75fa7fc2032b7dd5ac3b91f88db985e124bd1549d9c8a1a2c0d793bd37413
CASO_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,2cdfae47bdff1efb798b0415496c27851e521bf1e61d62470f2d268fd50940fe
CASO_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,8627bcb360114367308a18fa4fb1d04715daaaaf9431a1045aeca529745adbb0
CASO_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,73b8e791a2e28f31488d32f44d464cb56dfc65f0e480cd69fa2bccee2d6497ab
CASO_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,cc0efb58f78abcf4bf640290823ba51d5dbe70e6eeb6de0a49b03e9b0121de2a
FRCC_LandbasedWind_Class3_Moderate__technology_landbasedwind_group_anyQual_bin_feature_lcoe_q_4_weights_mw_cluster_feature_cf_n_clusters_3_method_agg__UTC-5,13a869142c4c92a88daaa6293fe602a7d47890a9fa3e3770bcd8d90975e92615
FRCC_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_200000_filter_feature_lcoe_max_40_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg__UTC-5,cd45e15163f9ccb3d51e75226ed384bb3b9486197f873c729512ac5aa6b2a310
FRCC_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_1_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,d5305efe135c645db7228768e98b0c6a0211a52a1dea0094bc8fb5a4c2f0c7cc
FRCC_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_1_filter_feature_lcoe_max_150_weights_mw_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,e29a079d93e0b7899069486b87dd14b149925c5631c2f8f0d4b9ab5418f10488
FRCC_OffShoreWind_Class3_Moderate__technology_offshorewind_turbine_type_fixed_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,a1e9d62b6e4b5c33829671e116b24ad025f2559e0e83b25e9cc95b51590e961d
FRCC_OffShoreWind_Class12_Moderate__technology_offshorewind_turbine_type_floating_pref_site_0_filter_feature_lcoe_max_150_feature_d_shore_m_min_15_bin_feature_interconnect_capex_mw_q_3_weights_mw__UTC-5,6c5858e466de9d4788865bd5334f47e30d4558bd620b122b6e7d337817215cb3
ISNE_UtilityPV_Class1_Moderate__technology_utilitypv_group_anyQual_min_capacity_200000_bin_feature_lcoe_weights_mw_q_5_cluster_feature_cf_mw_per_cluster_10000_method_agg__UTC-5,ec4a62e508fb3f401776ab0864b11ec124bed4e7b3f7d8cebb261756bcff3669
